# Per-node clock delay, fitted by ClkNodeFit
# part: xcv80-lsva4737-2MHP-e-S
# term slow_max_ps slow_min_ps

clock_deskew vdistr extent

clock_node_delay  # trunk node instance + leaf type
RCLK_CLE_CORE_X1Y863/CLK_LEAF_SITES_13_I 6.16 8.20
RCLK_CLE_CORE_X1Y863/CLK_LEAF_SITES_4_I -0.80 2.47
RCLK_CLE_CORE_X3Y288/CLK_LEAF_SITES_0_I 43.02 39.46
RCLK_CLE_CORE_X3Y288/CLK_LEAF_SITES_10_I 23.86 24.27
RCLK_CLE_CORE_X3Y479/CLK_LEAF_SITES_0_I 0.12 -0.96
RCLK_CLE_CORE_X3Y479/CLK_LEAF_SITES_12_I 13.57 12.14
RCLK_CLE_CORE_X3Y479/CLK_LEAF_SITES_13_I 0.00 0.00
RCLK_CLE_CORE_X3Y479/CLK_LEAF_SITES_4_I 0.00 0.00
RCLK_CLE_CORE_X3Y575/CLK_LEAF_SITES_0_I 19.19 17.77
RCLK_CLE_CORE_X3Y575/CLK_LEAF_SITES_12_I -12.58 -10.81
RCLK_CLE_CORE_X3Y575/CLK_LEAF_SITES_13_I 176.29 159.50
RCLK_CLE_CORE_X3Y575/CLK_LEAF_SITES_4_I -29.47 -25.70
RCLK_CLE_CORE_X3Y767/CLK_LEAF_SITES_0_I -33.85 -29.20
RCLK_CLE_CORE_X3Y767/CLK_LEAF_SITES_10_I 33.39 32.80
RCLK_CLE_CORE_X3Y767/CLK_LEAF_SITES_12_I -53.75 -48.36
RCLK_CLE_CORE_X3Y767/CLK_LEAF_SITES_13_I 65.52 59.36
RCLK_CLE_CORE_X3Y767/CLK_LEAF_SITES_4_I -14.89 -10.36
RCLK_CLE_CORE_X3Y863/CLK_LEAF_SITES_0_I 12.38 5.78
RCLK_CLE_CORE_X3Y863/CLK_LEAF_SITES_12_I 9.05 9.43
RCLK_CLE_CORE_X3Y863/CLK_LEAF_SITES_13_I 5.63 6.86
RCLK_CLE_CORE_X3Y863/CLK_LEAF_SITES_4_I 18.19 21.46
RCLK_CLE_CORE_X6Y288/CLK_LEAF_SITES_0_I 47.65 43.80
RCLK_CLE_CORE_X6Y288/CLK_LEAF_SITES_10_I 70.03 64.16
RCLK_CLE_CORE_X6Y479/CLK_LEAF_SITES_0_I 20.72 18.67
RCLK_CLE_CORE_X6Y479/CLK_LEAF_SITES_12_I 32.32 29.99
RCLK_CLE_CORE_X6Y479/CLK_LEAF_SITES_4_I 9.61 10.48
RCLK_CLE_CORE_X6Y575/CLK_LEAF_SITES_0_I 19.47 18.96
RCLK_CLE_CORE_X6Y575/CLK_LEAF_SITES_12_I 19.05 17.16
RCLK_CLE_CORE_X6Y575/CLK_LEAF_SITES_13_I 0.00 0.00
RCLK_CLE_CORE_X6Y575/CLK_LEAF_SITES_4_I -20.47 -18.70
RCLK_CLE_CORE_X6Y767/CLK_LEAF_SITES_0_I -10.96 -9.14
RCLK_CLE_CORE_X6Y767/CLK_LEAF_SITES_10_I 85.12 77.21
RCLK_CLE_CORE_X6Y767/CLK_LEAF_SITES_12_I -20.12 -18.30
RCLK_CLE_CORE_X6Y767/CLK_LEAF_SITES_13_I 69.13 61.72
RCLK_CLE_CORE_X6Y767/CLK_LEAF_SITES_4_I 7.09 9.63
RCLK_CLE_CORE_X6Y863/CLK_LEAF_SITES_0_I 29.41 22.42
RCLK_CLE_CORE_X6Y863/CLK_LEAF_SITES_12_I 18.23 18.30
RCLK_CLE_CORE_X6Y863/CLK_LEAF_SITES_13_I 29.98 31.13
RCLK_CLE_CORE_X6Y863/CLK_LEAF_SITES_4_I 14.20 16.47
RCLK_CLE_CORE_X9Y288/CLK_LEAF_SITES_0_I 18.17 14.09
RCLK_CLE_CORE_X9Y288/CLK_LEAF_SITES_10_I 13.75 13.98
RCLK_CLE_CORE_X9Y479/CLK_LEAF_SITES_0_I 31.07 25.52
RCLK_CLE_CORE_X9Y479/CLK_LEAF_SITES_12_I 45.00 39.33
RCLK_CLE_CORE_X9Y479/CLK_LEAF_SITES_4_I 23.03 19.84
RCLK_CLE_CORE_X9Y575/CLK_LEAF_SITES_0_I 13.11 10.58
RCLK_CLE_CORE_X9Y575/CLK_LEAF_SITES_12_I -9.66 -10.23
RCLK_CLE_CORE_X9Y575/CLK_LEAF_SITES_4_I -24.87 -23.87
RCLK_CLE_CORE_X9Y767/CLK_LEAF_SITES_0_I -45.04 -40.34
RCLK_CLE_CORE_X9Y767/CLK_LEAF_SITES_10_I 74.15 68.28
RCLK_CLE_CORE_X9Y767/CLK_LEAF_SITES_12_I -17.15 -15.05
RCLK_CLE_CORE_X9Y767/CLK_LEAF_SITES_13_I 57.66 51.29
RCLK_CLE_CORE_X9Y767/CLK_LEAF_SITES_4_I -24.25 -19.93
RCLK_CLE_CORE_X9Y863/CLK_LEAF_SITES_0_I 29.84 20.52
RCLK_CLE_CORE_X9Y863/CLK_LEAF_SITES_12_I 13.32 12.14
RCLK_CLE_CORE_X9Y863/CLK_LEAF_SITES_13_I 0.00 0.00
RCLK_CLE_CORE_X9Y863/CLK_LEAF_SITES_4_I 3.14 4.40
RCLK_CLE_LAG_CORE_X100Y383/CLK_LEAF_SITES_0_I 163.93 150.89
RCLK_CLE_LAG_CORE_X100Y383/CLK_LEAF_SITES_12_I 150.34 138.56
RCLK_CLE_LAG_CORE_X100Y383/CLK_LEAF_SITES_13_I 153.70 138.96
RCLK_CLE_LAG_CORE_X100Y479/CLK_LEAF_SITES_0_I 113.83 102.72
RCLK_CLE_LAG_CORE_X100Y479/CLK_LEAF_SITES_12_I 115.15 105.15
RCLK_CLE_LAG_CORE_X100Y479/CLK_LEAF_SITES_13_I 119.58 106.11
RCLK_CLE_LAG_CORE_X100Y575/CLK_LEAF_SITES_0_I 65.21 62.32
RCLK_CLE_LAG_CORE_X100Y575/CLK_LEAF_SITES_12_I 95.58 87.89
RCLK_CLE_LAG_CORE_X100Y575/CLK_LEAF_SITES_13_I 70.60 66.78
RCLK_CLE_LAG_CORE_X100Y575/CLK_LEAF_SITES_14_I 105.23 93.85
RCLK_CLE_LAG_CORE_X100Y671/CLK_LEAF_SITES_12_I 111.18 110.68
RCLK_CLE_LAG_CORE_X100Y671/CLK_LEAF_SITES_13_I 107.31 104.40
RCLK_CLE_LAG_CORE_X100Y671/CLK_LEAF_SITES_14_I 137.18 131.59
RCLK_CLE_LAG_CORE_X100Y767/CLK_LEAF_SITES_3_I -36.87 -12.37
RCLK_CLE_LAG_CORE_X100Y863/CLK_LEAF_SITES_3_I 164.24 150.98
RCLK_CLE_LAG_CORE_X100Y863/CLK_LEAF_SITES_6_I 140.61 143.09
RCLK_CLE_LAG_CORE_X101Y143/CLK_LEAF_SITES_0_I 214.67 195.22
RCLK_CLE_LAG_CORE_X101Y143/CLK_LEAF_SITES_10_I 175.32 151.24
RCLK_CLE_LAG_CORE_X101Y143/CLK_LEAF_SITES_12_I 200.28 180.21
RCLK_CLE_LAG_CORE_X101Y143/CLK_LEAF_SITES_13_I 169.92 151.36
RCLK_CLE_LAG_CORE_X101Y143/CLK_LEAF_SITES_4_I 199.58 181.26
RCLK_CLE_LAG_CORE_X101Y239/CLK_LEAF_SITES_0_I 166.52 153.05
RCLK_CLE_LAG_CORE_X101Y239/CLK_LEAF_SITES_10_I 197.45 176.80
RCLK_CLE_LAG_CORE_X101Y239/CLK_LEAF_SITES_12_I 151.67 139.12
RCLK_CLE_LAG_CORE_X101Y239/CLK_LEAF_SITES_13_I 130.90 120.36
RCLK_CLE_LAG_CORE_X101Y239/CLK_LEAF_SITES_4_I 174.87 159.72
RCLK_CLE_LAG_CORE_X101Y288/CLK_LEAF_SITES_0_I 74.04 68.51
RCLK_CLE_LAG_CORE_X101Y288/CLK_LEAF_SITES_10_I 130.72 119.70
RCLK_CLE_LAG_CORE_X101Y383/CLK_LEAF_SITES_0_I 125.67 117.81
RCLK_CLE_LAG_CORE_X101Y383/CLK_LEAF_SITES_10_I 132.60 130.94
RCLK_CLE_LAG_CORE_X101Y383/CLK_LEAF_SITES_12_I 133.71 124.77
RCLK_CLE_LAG_CORE_X101Y383/CLK_LEAF_SITES_13_I 131.76 126.79
RCLK_CLE_LAG_CORE_X101Y383/CLK_LEAF_SITES_4_I 155.78 148.35
RCLK_CLE_LAG_CORE_X101Y47/CLK_LEAF_SITES_0_I 237.68 215.31
RCLK_CLE_LAG_CORE_X101Y47/CLK_LEAF_SITES_10_I 67.92 65.66
RCLK_CLE_LAG_CORE_X101Y47/CLK_LEAF_SITES_12_I 254.79 230.56
RCLK_CLE_LAG_CORE_X101Y47/CLK_LEAF_SITES_13_I 95.91 93.32
RCLK_CLE_LAG_CORE_X101Y47/CLK_LEAF_SITES_4_I 230.14 208.32
RCLK_CLE_LAG_CORE_X101Y479/CLK_LEAF_SITES_0_I 128.83 118.02
RCLK_CLE_LAG_CORE_X101Y479/CLK_LEAF_SITES_10_I 118.03 111.52
RCLK_CLE_LAG_CORE_X101Y479/CLK_LEAF_SITES_12_I 143.11 132.41
RCLK_CLE_LAG_CORE_X101Y479/CLK_LEAF_SITES_13_I 119.97 111.68
RCLK_CLE_LAG_CORE_X101Y479/CLK_LEAF_SITES_4_I 0.00 0.00
RCLK_CLE_LAG_CORE_X101Y575/CLK_LEAF_SITES_0_I 114.45 105.61
RCLK_CLE_LAG_CORE_X101Y575/CLK_LEAF_SITES_10_I 85.80 82.96
RCLK_CLE_LAG_CORE_X101Y575/CLK_LEAF_SITES_12_I 97.31 88.95
RCLK_CLE_LAG_CORE_X101Y575/CLK_LEAF_SITES_13_I 86.61 80.70
RCLK_CLE_LAG_CORE_X101Y575/CLK_LEAF_SITES_14_I 111.57 100.60
RCLK_CLE_LAG_CORE_X101Y575/CLK_LEAF_SITES_4_I 153.18 143.30
RCLK_CLE_LAG_CORE_X101Y671/CLK_LEAF_SITES_0_I -28.40 -19.23
RCLK_CLE_LAG_CORE_X101Y671/CLK_LEAF_SITES_10_I 54.09 55.01
RCLK_CLE_LAG_CORE_X101Y671/CLK_LEAF_SITES_12_I 51.38 54.63
RCLK_CLE_LAG_CORE_X101Y671/CLK_LEAF_SITES_13_I 94.08 92.22
RCLK_CLE_LAG_CORE_X101Y671/CLK_LEAF_SITES_14_I 127.47 125.05
RCLK_CLE_LAG_CORE_X101Y671/CLK_LEAF_SITES_4_I 34.97 38.81
RCLK_CLE_LAG_CORE_X101Y767/CLK_LEAF_SITES_0_I 149.51 137.47
RCLK_CLE_LAG_CORE_X101Y767/CLK_LEAF_SITES_10_I 190.03 171.35
RCLK_CLE_LAG_CORE_X101Y767/CLK_LEAF_SITES_12_I 155.04 143.92
RCLK_CLE_LAG_CORE_X101Y767/CLK_LEAF_SITES_13_I 240.61 221.09
RCLK_CLE_LAG_CORE_X101Y767/CLK_LEAF_SITES_4_I 150.78 138.74
RCLK_CLE_LAG_CORE_X101Y863/CLK_LEAF_SITES_0_I 206.62 182.60
RCLK_CLE_LAG_CORE_X101Y863/CLK_LEAF_SITES_12_I 201.04 185.57
RCLK_CLE_LAG_CORE_X101Y863/CLK_LEAF_SITES_13_I 188.68 174.13
RCLK_CLE_LAG_CORE_X101Y863/CLK_LEAF_SITES_4_I 230.12 212.76
RCLK_CLE_LAG_CORE_X103Y383/CLK_LEAF_SITES_0_I 151.87 139.27
RCLK_CLE_LAG_CORE_X103Y383/CLK_LEAF_SITES_12_I 136.38 125.36
RCLK_CLE_LAG_CORE_X103Y383/CLK_LEAF_SITES_13_I 152.17 137.43
RCLK_CLE_LAG_CORE_X103Y479/CLK_LEAF_SITES_0_I 110.33 100.84
RCLK_CLE_LAG_CORE_X103Y479/CLK_LEAF_SITES_12_I 104.33 96.39
RCLK_CLE_LAG_CORE_X103Y479/CLK_LEAF_SITES_13_I 112.57 100.43
RCLK_CLE_LAG_CORE_X103Y575/CLK_LEAF_SITES_0_I 58.22 52.17
RCLK_CLE_LAG_CORE_X103Y575/CLK_LEAF_SITES_12_I 79.94 71.08
RCLK_CLE_LAG_CORE_X103Y575/CLK_LEAF_SITES_13_I 54.70 49.58
RCLK_CLE_LAG_CORE_X103Y575/CLK_LEAF_SITES_14_I 91.16 78.18
RCLK_CLE_LAG_CORE_X103Y671/CLK_LEAF_SITES_12_I 99.06 99.29
RCLK_CLE_LAG_CORE_X103Y671/CLK_LEAF_SITES_13_I 94.53 92.34
RCLK_CLE_LAG_CORE_X103Y671/CLK_LEAF_SITES_14_I 121.66 117.24
RCLK_CLE_LAG_CORE_X103Y767/CLK_LEAF_SITES_3_I -28.31 -18.56
RCLK_CLE_LAG_CORE_X103Y767/CLK_LEAF_SITES_6_I -90.82 -61.83
RCLK_CLE_LAG_CORE_X103Y863/CLK_LEAF_SITES_3_I 146.14 124.81
RCLK_CLE_LAG_CORE_X103Y863/CLK_LEAF_SITES_6_I 148.36 135.07
RCLK_CLE_LAG_CORE_X104Y143/CLK_LEAF_SITES_0_I 223.05 203.30
RCLK_CLE_LAG_CORE_X104Y143/CLK_LEAF_SITES_10_I 170.32 145.24
RCLK_CLE_LAG_CORE_X104Y143/CLK_LEAF_SITES_12_I 204.50 184.37
RCLK_CLE_LAG_CORE_X104Y143/CLK_LEAF_SITES_13_I 168.88 154.59
RCLK_CLE_LAG_CORE_X104Y143/CLK_LEAF_SITES_4_I 189.64 171.82
RCLK_CLE_LAG_CORE_X104Y239/CLK_LEAF_SITES_0_I 178.17 163.03
RCLK_CLE_LAG_CORE_X104Y239/CLK_LEAF_SITES_10_I 148.64 135.92
RCLK_CLE_LAG_CORE_X104Y239/CLK_LEAF_SITES_12_I 146.63 134.18
RCLK_CLE_LAG_CORE_X104Y239/CLK_LEAF_SITES_13_I 127.24 117.79
RCLK_CLE_LAG_CORE_X104Y239/CLK_LEAF_SITES_4_I 165.32 150.67
RCLK_CLE_LAG_CORE_X104Y288/CLK_LEAF_SITES_0_I 50.78 46.85
RCLK_CLE_LAG_CORE_X104Y288/CLK_LEAF_SITES_10_I 102.53 91.63
RCLK_CLE_LAG_CORE_X104Y383/CLK_LEAF_SITES_0_I 106.84 98.94
RCLK_CLE_LAG_CORE_X104Y383/CLK_LEAF_SITES_10_I 106.21 105.97
RCLK_CLE_LAG_CORE_X104Y383/CLK_LEAF_SITES_12_I 104.61 97.73
RCLK_CLE_LAG_CORE_X104Y383/CLK_LEAF_SITES_13_I 141.21 133.72
RCLK_CLE_LAG_CORE_X104Y383/CLK_LEAF_SITES_4_I 134.78 127.85
RCLK_CLE_LAG_CORE_X104Y47/CLK_LEAF_SITES_0_I 217.28 195.41
RCLK_CLE_LAG_CORE_X104Y47/CLK_LEAF_SITES_10_I 185.51 168.91
RCLK_CLE_LAG_CORE_X104Y47/CLK_LEAF_SITES_12_I 207.59 188.61
RCLK_CLE_LAG_CORE_X104Y47/CLK_LEAF_SITES_13_I 0.00 0.00
RCLK_CLE_LAG_CORE_X104Y47/CLK_LEAF_SITES_4_I 206.16 186.34
RCLK_CLE_LAG_CORE_X104Y479/CLK_LEAF_SITES_0_I 102.73 96.37
RCLK_CLE_LAG_CORE_X104Y479/CLK_LEAF_SITES_10_I 203.72 190.66
RCLK_CLE_LAG_CORE_X104Y479/CLK_LEAF_SITES_12_I 117.73 109.63
RCLK_CLE_LAG_CORE_X104Y479/CLK_LEAF_SITES_13_I 151.22 140.42
RCLK_CLE_LAG_CORE_X104Y479/CLK_LEAF_SITES_4_I 158.18 148.67
RCLK_CLE_LAG_CORE_X104Y575/CLK_LEAF_SITES_0_I 98.33 90.79
RCLK_CLE_LAG_CORE_X104Y575/CLK_LEAF_SITES_10_I 137.95 127.78
RCLK_CLE_LAG_CORE_X104Y575/CLK_LEAF_SITES_12_I 79.08 72.31
RCLK_CLE_LAG_CORE_X104Y575/CLK_LEAF_SITES_13_I 66.82 62.14
RCLK_CLE_LAG_CORE_X104Y575/CLK_LEAF_SITES_14_I 98.81 87.33
RCLK_CLE_LAG_CORE_X104Y575/CLK_LEAF_SITES_4_I 143.19 134.31
RCLK_CLE_LAG_CORE_X104Y671/CLK_LEAF_SITES_0_I -12.79 -7.17
RCLK_CLE_LAG_CORE_X104Y671/CLK_LEAF_SITES_10_I 20.01 21.92
RCLK_CLE_LAG_CORE_X104Y671/CLK_LEAF_SITES_12_I 35.78 38.77
RCLK_CLE_LAG_CORE_X104Y671/CLK_LEAF_SITES_13_I 66.93 66.58
RCLK_CLE_LAG_CORE_X104Y671/CLK_LEAF_SITES_14_I 110.67 107.25
RCLK_CLE_LAG_CORE_X104Y671/CLK_LEAF_SITES_4_I 0.00 0.00
RCLK_CLE_LAG_CORE_X104Y767/CLK_LEAF_SITES_0_I 130.38 120.25
RCLK_CLE_LAG_CORE_X104Y767/CLK_LEAF_SITES_10_I 226.83 209.22
RCLK_CLE_LAG_CORE_X104Y767/CLK_LEAF_SITES_12_I 147.71 137.43
RCLK_CLE_LAG_CORE_X104Y767/CLK_LEAF_SITES_13_I 217.83 201.22
RCLK_CLE_LAG_CORE_X104Y767/CLK_LEAF_SITES_3_I -32.49 -10.26
RCLK_CLE_LAG_CORE_X104Y767/CLK_LEAF_SITES_4_I 143.74 133.19
RCLK_CLE_LAG_CORE_X104Y863/CLK_LEAF_SITES_0_I 194.71 171.92
RCLK_CLE_LAG_CORE_X104Y863/CLK_LEAF_SITES_12_I 179.43 166.88
RCLK_CLE_LAG_CORE_X104Y863/CLK_LEAF_SITES_13_I 209.93 196.45
RCLK_CLE_LAG_CORE_X104Y863/CLK_LEAF_SITES_3_I 128.35 115.25
RCLK_CLE_LAG_CORE_X104Y863/CLK_LEAF_SITES_4_I 196.23 181.53
RCLK_CLE_LAG_CORE_X104Y863/CLK_LEAF_SITES_6_I 125.68 124.79
RCLK_CLE_LAG_CORE_X105Y383/CLK_LEAF_SITES_0_I 137.73 125.45
RCLK_CLE_LAG_CORE_X105Y383/CLK_LEAF_SITES_12_I 124.46 113.63
RCLK_CLE_LAG_CORE_X105Y383/CLK_LEAF_SITES_13_I 145.62 130.39
RCLK_CLE_LAG_CORE_X105Y479/CLK_LEAF_SITES_0_I 95.69 88.31
RCLK_CLE_LAG_CORE_X105Y479/CLK_LEAF_SITES_12_I 106.92 98.13
RCLK_CLE_LAG_CORE_X105Y479/CLK_LEAF_SITES_13_I 118.52 105.05
RCLK_CLE_LAG_CORE_X105Y575/CLK_LEAF_SITES_0_I 55.20 52.81
RCLK_CLE_LAG_CORE_X105Y575/CLK_LEAF_SITES_12_I 86.09 78.37
RCLK_CLE_LAG_CORE_X105Y575/CLK_LEAF_SITES_13_I 61.70 57.68
RCLK_CLE_LAG_CORE_X105Y575/CLK_LEAF_SITES_14_I 97.15 85.18
RCLK_CLE_LAG_CORE_X105Y671/CLK_LEAF_SITES_12_I 86.16 86.39
RCLK_CLE_LAG_CORE_X105Y671/CLK_LEAF_SITES_13_I 80.13 78.25
RCLK_CLE_LAG_CORE_X105Y671/CLK_LEAF_SITES_14_I 110.67 106.50
RCLK_CLE_LAG_CORE_X107Y143/CLK_LEAF_SITES_0_I 206.37 187.74
RCLK_CLE_LAG_CORE_X107Y143/CLK_LEAF_SITES_10_I 148.66 133.60
RCLK_CLE_LAG_CORE_X107Y143/CLK_LEAF_SITES_12_I 196.70 177.30
RCLK_CLE_LAG_CORE_X107Y143/CLK_LEAF_SITES_13_I 155.33 130.25
RCLK_CLE_LAG_CORE_X107Y143/CLK_LEAF_SITES_4_I 171.15 153.32
RCLK_CLE_LAG_CORE_X107Y239/CLK_LEAF_SITES_0_I 136.76 125.02
RCLK_CLE_LAG_CORE_X107Y239/CLK_LEAF_SITES_10_I 115.34 104.60
RCLK_CLE_LAG_CORE_X107Y239/CLK_LEAF_SITES_12_I 112.88 102.80
RCLK_CLE_LAG_CORE_X107Y239/CLK_LEAF_SITES_13_I 129.56 115.95
RCLK_CLE_LAG_CORE_X107Y239/CLK_LEAF_SITES_4_I 0.00 0.00
RCLK_CLE_LAG_CORE_X107Y288/CLK_LEAF_SITES_0_I 55.14 50.19
RCLK_CLE_LAG_CORE_X107Y288/CLK_LEAF_SITES_10_I 122.04 108.92
RCLK_CLE_LAG_CORE_X107Y383/CLK_LEAF_SITES_0_I 118.21 109.72
RCLK_CLE_LAG_CORE_X107Y383/CLK_LEAF_SITES_10_I 100.09 97.19
RCLK_CLE_LAG_CORE_X107Y383/CLK_LEAF_SITES_12_I 120.62 112.15
RCLK_CLE_LAG_CORE_X107Y383/CLK_LEAF_SITES_13_I 129.52 120.00
RCLK_CLE_LAG_CORE_X107Y383/CLK_LEAF_SITES_4_I 121.75 116.32
RCLK_CLE_LAG_CORE_X107Y47/CLK_LEAF_SITES_0_I 202.08 182.70
RCLK_CLE_LAG_CORE_X107Y47/CLK_LEAF_SITES_10_I 77.25 75.32
RCLK_CLE_LAG_CORE_X107Y47/CLK_LEAF_SITES_12_I 214.43 194.95
RCLK_CLE_LAG_CORE_X107Y47/CLK_LEAF_SITES_13_I 107.51 99.74
RCLK_CLE_LAG_CORE_X107Y47/CLK_LEAF_SITES_4_I 205.16 185.34
RCLK_CLE_LAG_CORE_X107Y479/CLK_LEAF_SITES_0_I 108.08 99.03
RCLK_CLE_LAG_CORE_X107Y479/CLK_LEAF_SITES_10_I 111.39 104.02
RCLK_CLE_LAG_CORE_X107Y479/CLK_LEAF_SITES_12_I 110.17 101.19
RCLK_CLE_LAG_CORE_X107Y479/CLK_LEAF_SITES_13_I 126.22 117.39
RCLK_CLE_LAG_CORE_X107Y479/CLK_LEAF_SITES_4_I 156.63 145.62
RCLK_CLE_LAG_CORE_X107Y575/CLK_LEAF_SITES_0_I 73.73 67.05
RCLK_CLE_LAG_CORE_X107Y575/CLK_LEAF_SITES_10_I 65.36 64.08
RCLK_CLE_LAG_CORE_X107Y575/CLK_LEAF_SITES_12_I 56.41 50.73
RCLK_CLE_LAG_CORE_X107Y575/CLK_LEAF_SITES_13_I 30.25 28.00
RCLK_CLE_LAG_CORE_X107Y575/CLK_LEAF_SITES_14_I 64.03 55.86
RCLK_CLE_LAG_CORE_X107Y575/CLK_LEAF_SITES_4_I 88.25 82.87
RCLK_CLE_LAG_CORE_X107Y671/CLK_LEAF_SITES_0_I -25.40 -18.40
RCLK_CLE_LAG_CORE_X107Y671/CLK_LEAF_SITES_10_I 58.09 58.01
RCLK_CLE_LAG_CORE_X107Y671/CLK_LEAF_SITES_12_I 24.93 29.09
RCLK_CLE_LAG_CORE_X107Y671/CLK_LEAF_SITES_13_I 81.99 81.00
RCLK_CLE_LAG_CORE_X107Y671/CLK_LEAF_SITES_14_I 106.18 104.76
RCLK_CLE_LAG_CORE_X107Y671/CLK_LEAF_SITES_4_I 4.48 9.32
RCLK_CLE_LAG_CORE_X107Y767/CLK_LEAF_SITES_0_I 136.55 123.91
RCLK_CLE_LAG_CORE_X107Y767/CLK_LEAF_SITES_10_I 208.89 188.79
RCLK_CLE_LAG_CORE_X107Y767/CLK_LEAF_SITES_12_I 163.10 149.97
RCLK_CLE_LAG_CORE_X107Y767/CLK_LEAF_SITES_13_I 205.63 187.11
RCLK_CLE_LAG_CORE_X107Y767/CLK_LEAF_SITES_4_I 121.75 111.21
RCLK_CLE_LAG_CORE_X107Y863/CLK_LEAF_SITES_0_I 181.49 159.80
RCLK_CLE_LAG_CORE_X107Y863/CLK_LEAF_SITES_12_I 156.71 144.53
RCLK_CLE_LAG_CORE_X107Y863/CLK_LEAF_SITES_13_I 181.65 167.48
RCLK_CLE_LAG_CORE_X107Y863/CLK_LEAF_SITES_3_I 0.00 0.00
RCLK_CLE_LAG_CORE_X107Y863/CLK_LEAF_SITES_4_I 195.14 179.78
RCLK_CLE_LAG_CORE_X107Y863/CLK_LEAF_SITES_6_I 0.00 0.00
RCLK_CLE_LAG_CORE_X108Y383/CLK_LEAF_SITES_0_I 126.17 114.72
RCLK_CLE_LAG_CORE_X108Y383/CLK_LEAF_SITES_12_I 110.26 100.44
RCLK_CLE_LAG_CORE_X108Y383/CLK_LEAF_SITES_13_I 120.13 107.61
RCLK_CLE_LAG_CORE_X108Y479/CLK_LEAF_SITES_0_I 80.35 74.89
RCLK_CLE_LAG_CORE_X108Y479/CLK_LEAF_SITES_12_I 93.74 86.74
RCLK_CLE_LAG_CORE_X108Y479/CLK_LEAF_SITES_13_I 101.75 91.28
RCLK_CLE_LAG_CORE_X108Y575/CLK_LEAF_SITES_12_I 74.45 66.79
RCLK_CLE_LAG_CORE_X108Y575/CLK_LEAF_SITES_13_I 49.07 45.11
RCLK_CLE_LAG_CORE_X108Y575/CLK_LEAF_SITES_14_I 85.98 73.86
RCLK_CLE_LAG_CORE_X108Y671/CLK_LEAF_SITES_12_I 73.08 74.42
RCLK_CLE_LAG_CORE_X108Y671/CLK_LEAF_SITES_13_I 68.08 67.12
RCLK_CLE_LAG_CORE_X108Y671/CLK_LEAF_SITES_14_I 97.25 94.12
RCLK_CLE_LAG_CORE_X108Y767/CLK_LEAF_SITES_6_I -41.81 -21.81
RCLK_CLE_LAG_CORE_X108Y863/CLK_LEAF_SITES_3_I 117.32 110.32
RCLK_CLE_LAG_CORE_X110Y143/CLK_LEAF_SITES_0_I 13.54 13.53
RCLK_CLE_LAG_CORE_X110Y143/CLK_LEAF_SITES_10_I 2.49 0.11
RCLK_CLE_LAG_CORE_X110Y143/CLK_LEAF_SITES_12_I -5.10 -4.07
RCLK_CLE_LAG_CORE_X110Y143/CLK_LEAF_SITES_13_I 1.59 4.48
RCLK_CLE_LAG_CORE_X110Y143/CLK_LEAF_SITES_14_I -59.68 -64.10
RCLK_CLE_LAG_CORE_X110Y143/CLK_LEAF_SITES_4_I 14.55 14.56
RCLK_CLE_LAG_CORE_X110Y239/CLK_LEAF_SITES_0_I 9.12 8.64
RCLK_CLE_LAG_CORE_X110Y239/CLK_LEAF_SITES_10_I -23.21 -19.31
RCLK_CLE_LAG_CORE_X110Y239/CLK_LEAF_SITES_12_I -3.44 -3.68
RCLK_CLE_LAG_CORE_X110Y239/CLK_LEAF_SITES_13_I -4.94 -7.94
RCLK_CLE_LAG_CORE_X110Y239/CLK_LEAF_SITES_4_I 29.67 27.42
RCLK_CLE_LAG_CORE_X110Y288/CLK_LEAF_SITES_0_I -15.12 -14.19
RCLK_CLE_LAG_CORE_X110Y288/CLK_LEAF_SITES_10_I 6.96 4.40
RCLK_CLE_LAG_CORE_X110Y383/CLK_LEAF_SITES_0_I -8.30 -8.20
RCLK_CLE_LAG_CORE_X110Y383/CLK_LEAF_SITES_10_I 0.64 11.83
RCLK_CLE_LAG_CORE_X110Y383/CLK_LEAF_SITES_12_I -10.84 -11.11
RCLK_CLE_LAG_CORE_X110Y383/CLK_LEAF_SITES_13_I -14.44 -17.32
RCLK_CLE_LAG_CORE_X110Y383/CLK_LEAF_SITES_4_I 15.45 15.35
RCLK_CLE_LAG_CORE_X110Y47/CLK_LEAF_SITES_0_I -6.08 -6.06
RCLK_CLE_LAG_CORE_X110Y47/CLK_LEAF_SITES_10_I -30.13 -29.63
RCLK_CLE_LAG_CORE_X110Y47/CLK_LEAF_SITES_12_I 4.53 3.56
RCLK_CLE_LAG_CORE_X110Y47/CLK_LEAF_SITES_13_I -0.08 -0.29
RCLK_CLE_LAG_CORE_X110Y47/CLK_LEAF_SITES_4_I 31.19 28.54
RCLK_CLE_LAG_CORE_X110Y479/CLK_LEAF_SITES_0_I -17.85 -16.63
RCLK_CLE_LAG_CORE_X110Y479/CLK_LEAF_SITES_10_I 40.01 35.72
RCLK_CLE_LAG_CORE_X110Y479/CLK_LEAF_SITES_12_I -5.42 -5.56
RCLK_CLE_LAG_CORE_X110Y479/CLK_LEAF_SITES_13_I -8.91 -12.27
RCLK_CLE_LAG_CORE_X110Y479/CLK_LEAF_SITES_4_I 0.00 0.00
